assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
UniProt	MGI:MGI:1913277	Crbn	MGI:MGI:6150698|PMID:29530986		GO:1902607	negative regulation of large conductance calcium-activated potassium channel activity	IMP			20210930	GO:0007613	NCBITaxon:10090
MGI	MGI:MGI:87912	Acvr2b	PMID:16806156		GO:0032147	activation of protein kinase activity	IDA			20080416		NCBITaxon:10090
ARUK-UCL	MGI:MGI:87904	Actb	MGI:MGI:3829808|PMID:19118186		GO:0032091	negative regulation of protein binding	IDA			20171103	UniProtKB:P61809|UniProtKB:P49615	NCBITaxon:10090
MGI	MGI:MGI:1339468	S100a10	PMID:17690254		GO:0051099	positive regulation of binding	IMP			20101116		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:2445001	Rab3gap1	MGI:MGI:3652690|PMID:16782817		GO:0043547	positive regulation of GTPase activity	IMP			20140731	EMAPA:16894|UniProtKB:P63011	NCBITaxon:10090
MGI	MGI:MGI:2138614	Ccnyl1	PMID:26305884		GO:0045859	regulation of protein kinase activity	IDA			20160413	UniProtKB:Q04735	NCBITaxon:10090
MGI	MGI:MGI:1913208	Carm1	PMID:15616592		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20160817		NCBITaxon:10090
MGI	MGI:MGI:1913208	Carm1	PMID:19725955		GO:0032091	negative regulation of protein binding	IDA			20110328		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1891731	Stub1	MGI:MGI:5582182|PMID:12150907		GO:0032091	negative regulation of protein binding	IDA			20140813	GO:0031398	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1891731	Stub1	MGI:MGI:5582182|PMID:12150907		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IDA			20140813	UniProtKB:Q9WVS6	NCBITaxon:10090
MGI	MGI:MGI:1923484	Magi3	PMID:15195140		GO:0043507	positive regulation of JUN kinase activity	IGI	MGI:MGI:108520		20111220		NCBITaxon:10090
MGI	MGI:MGI:1923484	Magi3	PMID:15195140		GO:0043507	positive regulation of JUN kinase activity	IGI	MGI:MGI:2135272		20111220		NCBITaxon:10090
MGI	MGI:MGI:99919	Vcp	PMID:14561754		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20050119		NCBITaxon:10090
BHF-UCL	MGI:MGI:2148811	Npnt	MGI:MGI:4414689|PMID:19944102		GO:0010694	positive regulation of alkaline phosphatase activity	IDA			20111130		NCBITaxon:10090
MGI	MGI:MGI:2138069	Hmgn3	PMID:19651901		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20101015	MGI:MGI:109128	NCBITaxon:10090
MGI	MGI:MGI:2138069	Hmgn3	PMID:19651901		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20101015	MGI:MGI:1347476	NCBITaxon:10090
MGI	MGI:MGI:2138069	Hmgn3	PMID:19651901		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20101015	MGI:MGI:98504	NCBITaxon:10090
MGI	MGI:MGI:2138069	Hmgn3	PMID:19651901		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20101015	MGI:MGI:102851	NCBITaxon:10090
MGI	MGI:MGI:87887	Chrna3	PMID:16162937		GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	IMP	MGI:MGI:2155602		20210319	CL:0000540|EMAPA:18441	NCBITaxon:10090
BHF-UCL	MGI:MGI:87874	Ace	MGI:MGI:5607357|PMID:25017399		GO:0032091	negative regulation of protein binding	IMP			20141107	EMAPA:17337|CL:0000746	NCBITaxon:10090
BHF-UCL	MGI:MGI:87874	Ace	MGI:MGI:5607357|PMID:25017399		GO:0032092	positive regulation of protein binding	IMP			20141107	EMAPA:17337|CL:0000746	NCBITaxon:10090
BHF-UCL	MGI:MGI:87874	Ace	MGI:MGI:5607357|PMID:25017399		GO:0061098	positive regulation of protein tyrosine kinase activity	IMP			20200714	UniProtKB:P05480|EMAPA:17337|CL:0000746	NCBITaxon:10090
MGI	MGI:MGI:87860	Abl2	PMID:15084284		GO:0032092	positive regulation of protein binding	IMP	MGI:MGI:2153719		20140804	GO:0005515	NCBITaxon:10090
ARUK-UCL	MGI:MGI:1913150	Trem2	MGI:MGI:6150565|PMID:29518356		GO:1901980	positive regulation of inward rectifier potassium channel activity	IMP			20181212	CL:0000129|CL:0000129	NCBITaxon:10090
MGI	MGI:MGI:2445126	Tut4	PMID:16643855		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20071130		NCBITaxon:10090
MGI	MGI:MGI:109137	Rasgrf2	PMID:15029245		GO:2000310	regulation of NMDA receptor activity	IGI	MGI:MGI:99694		20140528		NCBITaxon:10090
CACAO	MGI:MGI:109124	Vegfc	MGI:MGI:6378108|PMID:26934950		GO:0045860	positive regulation of protein kinase activity	IDA			20160418		NCBITaxon:10090
MGI	MGI:MGI:2182269	Carf	PMID:12154087		GO:0051090	regulation of DNA-binding transcription factor activity	IGI	MGI:MGI:104738		20190619	UniProtKB:P02340	NCBITaxon:10090
BHF-UCL	MGI:MGI:94909	Dmd	MGI:MGI:4420848|PMID:20080623		GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	IMP			20130104	CL:0000746	NCBITaxon:10090
BHF-UCL	MGI:MGI:94909	Dmd	MGI:MGI:5487517|PMID:21677768		GO:1901385	regulation of voltage-gated calcium channel activity	IMP			20130110	CL:0000746	NCBITaxon:10090
BHF-UCL	MGI:MGI:94909	Dmd	MGI:MGI:5487517|PMID:21677768		GO:2000651	positive regulation of sodium ion transmembrane transporter activity	IMP			20130110	CL:0000746	NCBITaxon:10090
MGI	MGI:MGI:1346870	Map2k6	PMID:14744933		GO:0043406	positive regulation of MAP kinase activity	IDA			20210615		NCBITaxon:10090
UniProt	MGI:MGI:2442794	Dennd1a	MGI:MGI:5751677|PMID:20159556		GO:0043547	positive regulation of GTPase activity	IDA			20160209		NCBITaxon:10090
MGI	MGI:MGI:5825552	Israa	PMID:26901312		GO:0061099	negative regulation of protein tyrosine kinase activity	IMP			20190627	PR:000037501|PR:000049780	NCBITaxon:10090
MGI	MGI:MGI:1336168	Cradd	PMID:16183742		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IGI	MGI:MGI:1889507		20130617		NCBITaxon:10090
BHF-UCL	MGI:MGI:1336166	Cflar	MGI:MGI:5707584|PMID:21364645		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20130111	CL:0000188	NCBITaxon:10090
MGI	MGI:MGI:1336166	Cflar	PMID:16263940		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20060301		NCBITaxon:10090
BHF-UCL	MGI:MGI:94890	Dhfr	MGI:MGI:5645206|PMID:19666465		GO:0051000	positive regulation of nitric-oxide synthase activity	IMP			20150702	CL:0000115	NCBITaxon:10090
BHF-UCL	MGI:MGI:1855698	Reck	MGI:MGI:5659805|PMID:24812324		GO:1904684	negative regulation of metalloendopeptidase activity	IMP			20160210	CL:0002544	NCBITaxon:10090
MGI	MGI:MGI:1920086	Pot1b	PMID:23954637		GO:0043087	regulation of GTPase activity	IMP			20150424		NCBITaxon:10090
MGI	MGI:MGI:1346325	Gadd45g	PMID:12124778		GO:0006469	negative regulation of protein kinase activity	IDA			20031204		NCBITaxon:10090
MGI	MGI:MGI:1346320	Taf10	PMID:18722179		GO:0051101	regulation of DNA binding	IMP	MGI:MGI:2176946|MGI:MGI:3606185		20090407		NCBITaxon:10090
BHF-UCL	MGI:MGI:1346316	Ccl19	MGI:MGI:5284790|PMID:16027136		GO:0043507	positive regulation of JUN kinase activity	IDA			20210421		NCBITaxon:10090
BHF-UCL	MGI:MGI:1346316	Ccl19	MGI:MGI:2667257|PMID:12609829		GO:0043547	positive regulation of GTPase activity	IDA			20110321		NCBITaxon:10090
MGI	MGI:MGI:2135272	Vangl2	PMID:15195140		GO:0043507	positive regulation of JUN kinase activity	IGI	MGI:MGI:1923484		20111227		NCBITaxon:10090
MGI	MGI:MGI:2135272	Vangl2	PMID:15195140		GO:0043507	positive regulation of JUN kinase activity	IGI	MGI:MGI:108520		20111227		NCBITaxon:10090
BHF-UCL	MGI:MGI:1932535	Glis2	MGI:MGI:4936785|PMID:21127075		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20101220		NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978|UBERON:0002240	NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IPI			20220928	GO:0098978|UBERON:0002240	NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IPI			20220928	GO:0098978|UBERON:0002421	NCBITaxon:10090
SynGO	MGI:MGI:3044626	Begain	PMID:27785460		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978|UBERON:0002240	NCBITaxon:10090
MGI	MGI:MGI:1920082	Crtac1	PMID:21817055		GO:1900121	negative regulation of receptor binding	IDA			20140616	GO:0005102	NCBITaxon:10090
UniProt	MGI:MGI:1858494	Bok	MGI:MGI:5648772|PMID:26015568		GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	IMP			20160816		NCBITaxon:10090
MGI	MGI:MGI:1920078	Ubash3b	PMID:27609517		GO:0043393	regulation of protein binding	IMP	MGI:MGI:2670555		20170314		NCBITaxon:10090
MGI	MGI:MGI:1920078	Ubash3b	PMID:20585042		GO:0006469	negative regulation of protein kinase activity	IMP			20121114		NCBITaxon:10090
MGI	MGI:MGI:1920078	Ubash3b	PMID:27609517		GO:0006469	negative regulation of protein kinase activity	IDA			20170301	PR:000049793	NCBITaxon:10090
MGI	MGI:MGI:1861437	Gsk3b	PMID:19141611		GO:0032092	positive regulation of protein binding	IDA			20120326	GO:0005515	NCBITaxon:10090
UniProt	MGI:MGI:1913652	Sln	MGI:MGI:5295553|PMID:21697544		GO:1901894	regulation of ATPase-coupled calcium transmembrane transporter activity	IMP			20130704		NCBITaxon:10090
MGI	MGI:MGI:1913652	Sln	PMID:27923914		GO:1901877	negative regulation of calcium ion binding	IDA			20190516		NCBITaxon:10090
MGI	MGI:MGI:1913652	Sln	PMID:27923914		GO:1901895	negative regulation of ATPase-coupled calcium transmembrane transporter activity	IDA			20190516		NCBITaxon:10090
MGI	MGI:MGI:1923823	Spatc1l	PMID:30026308		GO:2000481	positive regulation of cAMP-dependent protein kinase activity	IDA			20200122		NCBITaxon:10090
UniProt	MGI:MGI:1861380	Sphk2	MGI:MGI:6294409|PMID:20959514		GO:1904959	regulation of cytochrome-c oxidase activity	IMP			20190319		NCBITaxon:10090
MGI	MGI:MGI:105976	Myo5a	PMID:11086997		GO:0031585	regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	IMP	MGI:MGI:1856004		20061127		NCBITaxon:10090
ARUK-UCL	MGI:MGI:1913590	Psenen	MGI:MGI:6478051|PMID:12522139		GO:0010950	positive regulation of endopeptidase activity	IMP			20201110	UniProtKB:P49769	NCBITaxon:10090
UniProt	MGI:MGI:1913590	Psenen	MGI:MGI:6392999|PMID:12660785		GO:0010950	positive regulation of endopeptidase activity	IMP			20200115	GO:0070765	NCBITaxon:10090
UniProt	MGI:MGI:107285	Ctsh	MGI:MGI:4838939|PMID:20435891		GO:0010952	positive regulation of peptidase activity	IGI	UniProtKB:P97821		20111205		NCBITaxon:10090
UniProt	MGI:MGI:3027899	Wee2	MGI:MGI:4948986|PMID:21454751		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20130327	UniProtKB:P11440	NCBITaxon:10090
UniProt	MGI:MGI:1339758	Csf1r	MGI:MGI:5294513|PMID:21610095		GO:0071902	positive regulation of protein serine/threonine kinase activity	IMP			20111014		NCBITaxon:10090
MGI	MGI:MGI:1339753	Csf1	PMID:17053831		GO:0045860	positive regulation of protein kinase activity	IGI	MGI:MGI:97306		20070212	GO:0004672|MGI:MGI:87986	NCBITaxon:10090
MGI	MGI:MGI:1353576	Pik3cg	PMID:23008439		GO:0043085	positive regulation of catalytic activity	IMP	MGI:MGI:1858012		20150219		NCBITaxon:10090
UniProt	MGI:MGI:1339708	Neurod1	MGI:MGI:2686763|PMID:14697366		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110419		NCBITaxon:10090
MGI	MGI:MGI:1923760	Trappc9	PMID:24011459		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20151204	CL:0007011	NCBITaxon:10090
MGI	MGI:MGI:1923760	Trappc9	PMID:15951441		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20151204		NCBITaxon:10090
MGI	MGI:MGI:1923737	Ppp1r3g	PMID:21471512		GO:2000467	positive regulation of glycogen (starch) synthase activity	IDA			20120508	GO:0004373	NCBITaxon:10090
MGI	MGI:MGI:1923737	Ppp1r3g	PMID:21471512		GO:2000467	positive regulation of glycogen (starch) synthase activity	IMP			20120508	GO:0004373	NCBITaxon:10090
MGI	MGI:MGI:1923733	Lmf1	PMID:2211673		GO:0051006	positive regulation of lipoprotein lipase activity	IMP	MGI:MGI:1856820		20101015	GO:0004465	NCBITaxon:10090
MGI	MGI:MGI:1923733	Lmf1	PMID:3972797		GO:0051006	positive regulation of lipoprotein lipase activity	IMP	MGI:MGI:1856820		20101015	GO:0004465|MGI:MGI:96820	NCBITaxon:10090
MGI	MGI:MGI:1923733	Lmf1	PMID:6857276		GO:0051006	positive regulation of lipoprotein lipase activity	IMP	MGI:MGI:1856820		20101015	GO:0004465|MGI:MGI:96820	NCBITaxon:10090
MGI	MGI:MGI:1923733	Lmf1	PMID:19471043		GO:0051006	positive regulation of lipoprotein lipase activity	IDA			20101015	MGI:MGI:96820	NCBITaxon:10090
MGI	MGI:MGI:1923733	Lmf1	PMID:17994020		GO:0051006	positive regulation of lipoprotein lipase activity	IDA			20101015	MGI:MGI:98620	NCBITaxon:10090
MGI	MGI:MGI:1923719	Cmya5	PMID:21427212		GO:0032515	negative regulation of phosphoprotein phosphatase activity	IDA			20170126	MGI:MGI:107164	NCBITaxon:10090
UniProt	MGI:MGI:1927596	Gprc5b	MGI:MGI:5545939|PMID:23169819		GO:0061098	positive regulation of protein tyrosine kinase activity	IMP			20131209		NCBITaxon:10090
MGI	MGI:MGI:1927596	Gprc5b	PMID:23169819		GO:0045860	positive regulation of protein kinase activity	IMP	MGI:MGI:5293387		20140228	MGI:MGI:95602	NCBITaxon:10090
UniProt	MGI:MGI:1277225	Cnih2	MGI:MGI:4879039|PMID:21172611		GO:2000311	regulation of AMPA receptor activity	IDA			20110331		NCBITaxon:10090
BHF-UCL	MGI:MGI:1888499	Cxcl13	MGI:MGI:3702377|PMID:15972452		GO:0090630	activation of GTPase activity	IDA			20110329		NCBITaxon:10090
MGI	MGI:MGI:1913493	C1galt1c1	PMID:22988088		GO:0051347	positive regulation of transferase activity	IMP	MGI:MGI:4459539		20140627	MGI:MGI:2151071	NCBITaxon:10090
MGI	MGI:MGI:1913493	C1galt1c1	PMID:20439703		GO:0051347	positive regulation of transferase activity	IMP	MGI:MGI:4459541		20140627	MGI:MGI:2151071	NCBITaxon:10090
MGI	MGI:MGI:2442473	Rhbdf2	PMID:29897333		GO:1904683	regulation of metalloendopeptidase activity	IGI	MGI:MGI:104328		20220222		NCBITaxon:10090
MGI	MGI:MGI:2442473	Rhbdf2	PMID:29897333		GO:1904683	regulation of metalloendopeptidase activity	IGI	MGI:MGI:2442473		20220222		NCBITaxon:10090
UniProt	MGI:MGI:1930187	Maged1	MGI:MGI:3848096|PMID:19268530		GO:0043406	positive regulation of MAP kinase activity	IMP			20100118		NCBITaxon:10090
UniProt	MGI:MGI:1930146	Pmaip1	MGI:MGI:5009174|PMID:14699081		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110324		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1930134	Ern1	MGI:MGI:3777353|PMID:10650002		GO:0043507	positive regulation of JUN kinase activity	IMP			20210421	GO:0034976	NCBITaxon:10090
MGI	MGI:MGI:2442415	Kat6a	PMID:22921202		GO:0043433	negative regulation of DNA-binding transcription factor activity	IMP	MGI:MGI:4418468		20130220		NCBITaxon:10090
UniProt	MGI:MGI:103306	Tiam1	MGI:MGI:5306304|PMID:16801538		GO:0043087	regulation of GTPase activity	IDA			20111122		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:103306	Tiam1	MGI:MGI:5466648|PMID:23109420		GO:0090630	activation of GTPase activity	IMP			20151208	UniProtKB:P63001|CL:0000700|GO:2000050	NCBITaxon:10090
MGI	MGI:MGI:2145264	Nhlrc1	PMID:24914213		GO:0045859	regulation of protein kinase activity	IMP	MGI:MGI:3808349		20190131		NCBITaxon:10090
ARUK-UCL	MGI:MGI:1858226	Slc5a3	MGI:MGI:6414721|PMID:28128227		GO:0043085	positive regulation of catalytic activity	IMP			20200329	CL:0000746|UniProtKB:Q61093	NCBITaxon:10090
MGI	MGI:MGI:1858226	Slc5a3	PMID:24595108		GO:0032409	regulation of transporter activity	IDA			20210325		NCBITaxon:10090
UniProt	MGI:MGI:1346013	Bves	MGI:MGI:4457243|PMID:18541910		GO:0043087	regulation of GTPase activity	IDA			20100409		NCBITaxon:10090
BHF-UCL	MGI:MGI:1309469	Casq2	MGI:MGI:5430859|PMID:21063088		GO:1901017	negative regulation of potassium ion transmembrane transporter activity	IDA			20140519	UniProtKB:Q12809	NCBITaxon:10090
UniProt	MGI:MGI:1888999	Angptl4	MGI:MGI:3687912|PMID:12401877		GO:0051005	negative regulation of lipoprotein lipase activity	IDA			20040325		NCBITaxon:10090
MGI	MGI:MGI:1913993	Rnf220	PMID:32094113		GO:0051091	positive regulation of DNA-binding transcription factor activity	IGI	MGI:MGI:2679294		20210810		NCBITaxon:10090
MGI	MGI:MGI:1913993	Rnf220	PMID:32094113		GO:2000677	regulation of transcription regulatory region DNA binding	IGI	MGI:MGI:2679294		20210810		NCBITaxon:10090
MGI	MGI:MGI:1861727	Dkc1	PMID:15240872		GO:0051973	positive regulation of telomerase activity	IMP	MGI:MGI:3849598		20150129		NCBITaxon:10090
MGI	MGI:MGI:1913975	Lrrk2	PMID:27798112		GO:1901727	positive regulation of histone deacetylase activity	IMP			20170830	PR:000049893|PR:000049890	NCBITaxon:10090
MGI	MGI:MGI:2175912	Arid5b	PMID:17962384		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20101020	MGI:MGI:88373	NCBITaxon:10090
BHF-UCL	MGI:MGI:1930016	Shank3	MGI:MGI:4948759|PMID:21423165		GO:2000969	positive regulation of AMPA receptor activity	IMP			20110811		NCBITaxon:10090
MGI	MGI:MGI:1930009	Ppp2r3c	PMID:16129705		GO:0032147	activation of protein kinase activity	IMP	MGI:MGI:3759678		20130522		NCBITaxon:10090
UniProt	MGI:MGI:1913937	Tbc1d15	MGI:MGI:3587530|PMID:16055087		GO:0043087	regulation of GTPase activity	IDA			20100503		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1920431	Nfatc4	MGI:MGI:5295911|PMID:21880741		GO:0032091	negative regulation of protein binding	IDA			20151214	UniProtKB:P51141|UniProtKB:Q02248|GO:0030178	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1920431	Nfatc4	MGI:MGI:5295911|PMID:21880741		GO:0032091	negative regulation of protein binding	IDA			20170410	UniProtKB:Q61062|GO:0005634|GO:0030178|UniProtKB:Q02248|GO:0005634|GO:0030178	NCBITaxon:10090
MGI	MGI:MGI:1920431	Nfatc4	PMID:23407945		GO:0035562	negative regulation of chromatin binding	IDA			20141212	GO:0003682	NCBITaxon:10090
ARUK-UCL	MGI:MGI:1329040	Dkk1	MGI:MGI:5897547|PMID:23164821		GO:1902949	positive regulation of tau-protein kinase activity	IDA			20170428	EMAPA:35405|UBERON:0007222|GO:0007611	NCBITaxon:10090
UniProt	MGI:MGI:1917711	Crtc3	MGI:MGI:6282941|PMID:30611118		GO:0032793	positive regulation of CREB transcription factor activity	IMP			20190117		NCBITaxon:10090
BHF-UCL	MGI:MGI:1913099	Psrc1	MGI:MGI:3773778|PMID:17310996		GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20131107		NCBITaxon:10090
UniProt	MGI:MGI:1913096	Jmy	MGI:MGI:1891484|PMID:10518217		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20090804		NCBITaxon:10090
MGI	MGI:MGI:2138477	Khdc1b	PMID:14657025		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20041203		NCBITaxon:10090
MGI	MGI:MGI:2141990	Nlrp6	PMID:30248149		GO:0097202	activation of cysteine-type endopeptidase activity	IMP			20210305	CL:0000235	NCBITaxon:10090
BHF-UCL	MGI:MGI:1342774	Ppargc1a	MGI:MGI:4418597|PMID:19651776		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20091126		NCBITaxon:10090
MGI	MGI:MGI:1342770	Lrrfip1	PMID:19265123		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	MGI:MGI:96824		20160217		NCBITaxon:10090
MGI	MGI:MGI:1342770	Lrrfip1	PMID:19265123		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20160217		NCBITaxon:10090
UniProt	MGI:MGI:1349482	Nherf1	MGI:MGI:4943390|PMID:18190691		GO:0045859	regulation of protein kinase activity	IMP			20110202		NCBITaxon:10090
MGI	MGI:MGI:1349482	Nherf1	PMID:12586353		GO:0032416	negative regulation of sodium:proton antiporter activity	IMP	MGI:MGI:2386785		20110214	GO:0015385	NCBITaxon:10090
UniProt	MGI:MGI:1923224	Dock11	MGI:MGI:5825418|PMID:25851601		GO:0043547	positive regulation of GTPase activity	IDA			20170125		NCBITaxon:10090
UniProt	MGI:MGI:1923224	Dock11	MGI:MGI:5825422|PMID:22494997		GO:0043547	positive regulation of GTPase activity	IDA			20170126		NCBITaxon:10090
MGI	MGI:MGI:1349447	Cln8	PMID:8873145		GO:0051348	negative regulation of transferase activity	IMP	MGI:MGI:1856959		20060919		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:1349436	Ern2	MGI:MGI:3777353|PMID:10650002		GO:0043507	positive regulation of JUN kinase activity	IDA			20210421	GO:0034976	NCBITaxon:10090
